phase,bsc,search_bits,audit_bits,protocol_seeds,reuse_rate_mean,reuse_rate_seed_sd,reuse_rate_seed_min,reuse_rate_seed_max,bad_reuse_rate_mean,bad_reuse_rate_seed_sd,bad_reuse_rate_seed_min,bad_reuse_rate_seed_max,identity_precision_among_reuses_mean,identity_precision_among_reuses_seed_sd,identity_precision_among_reuses_seed_min,identity_precision_among_reuses_seed_max,mean_protocol_bits_mean,mean_protocol_bits_seed_sd,mean_protocol_bits_seed_min,mean_protocol_bits_seed_max,mean_completion_bits_mean,mean_completion_bits_seed_sd,mean_completion_bits_seed_min,mean_completion_bits_seed_max,saving_vs_always_refresh_mean,saving_vs_always_refresh_seed_sd,saving_vs_always_refresh_seed_min,saving_vs_always_refresh_seed_max
calibration_disjoint_evaluation,0.0,256,768,5,0.868,0.008485281374238578,0.856,0.88,0.0,0.0,0.0,0.0,0.9972285628149361,0.0025226336765991585,0.9930875576036866,1.0,1944.0,0.0,1944.0,1944.0,2507.904,36.24912203074726,2456.64,2559.168,0.4129438202247191,0.008485281374238578,0.4009438202247191,0.4249438202247191
calibration_disjoint_evaluation,0.05,256,768,5,0.8304,0.01013903348450927,0.818,0.844,0.0,0.0,0.0,0.0,0.9971022892165655,0.002662423049604191,0.9927184466019418,1.0,1944.0,0.0,1944.0,1944.0,2668.5312,43.31395104582355,2610.432,2721.504,0.3753438202247191,0.010139033484509254,0.36294382022471916,0.3889438202247192
